Occupational_Prestige_Pct,Highest_Educ_Level,Happiness,sex,Year
67,17,Pretty Happy,2,2021
53,18,Pretty Happy,2,2021
51,17,Very Happy,2,2021
20,10,Pretty Happy,2,2021
61,19,Not Too Happy,2,2021
48,14,Pretty Happy,2,2021
35,12,Very Happy,2,2021
33,0,Pretty Happy,2,2021
31,15,Pretty Happy,2,2021
63,19,Not Too Happy,2,2021
72,16,Pretty Happy,2,2021
61,16,Pretty Happy,2,2021
38,15,Pretty Happy,2,2021
60,16,Very Happy,2,2021
47,12,Pretty Happy,2,2021
58,14,Pretty Happy,2,2021
60,17,Pretty Happy,2,2021
31,14,Not Too Happy,2,2021
48,14,Pretty Happy,2,2021
31,11,Pretty Happy,2,2021
32,12,Pretty Happy,2,2021
38,14,Not Too Happy,2,2021
28,14,Not Too Happy,2,2021
40,13,Pretty Happy,2,2021
32,12,Pretty Happy,2,2021
35,12,Pretty Happy,2,2021
59,18,Pretty Happy,2,2021
54,15,Pretty Happy,2,2021
30,6,Pretty Happy,2,2021
36,12,Pretty Happy,2,2021
32,14,Pretty Happy,2,2021
64,16,Pretty Happy,2,2021
NA,8,Pretty Happy,2,2021
NA,12,Pretty Happy,2,2021
74,16,Not Too Happy,2,2021
33,NA,Pretty Happy,2,2021
23,14,Pretty Happy,2,2021
32,12,Not Too Happy,2,2021
24,15,Pretty Happy,2,2021
61,20,Pretty Happy,2,2021
64,15,Very Happy,2,2021
73,17,Pretty Happy,2,2021
64,15,Not Too Happy,2,2021
56,17,Pretty Happy,2,2021
72,16,Not Too Happy,2,2021
38,16,Not Too Happy,2,2021
47,15,Pretty Happy,2,2021
60,12,Very Happy,2,2021
51,14,Pretty Happy,2,2021
35,16,Pretty Happy,2,2021
60,17,Not Too Happy,2,2021
51,18,Not Too Happy,2,2021
35,17,Pretty Happy,2,2021
38,17,Pretty Happy,2,2021
49,12,Pretty Happy,2,2021
31,15,Pretty Happy,2,2021
48,12,Pretty Happy,2,2021
60,16,Not Too Happy,2,2021
74,14,Very Happy,2,2021
55,12,Pretty Happy,2,2021
49,14,Pretty Happy,2,2021
31,11,Pretty Happy,2,2021
38,16,Pretty Happy,2,2021
64,16,Pretty Happy,2,2021
50,16,Pretty Happy,2,2021
74,20,Very Happy,2,2021
31,13,Pretty Happy,2,2021
45,12,Not Too Happy,2,2021
33,12,Not Too Happy,2,2021
34,15,Pretty Happy,2,2021
34,15,Pretty Happy,2,2021
45,12,Pretty Happy,2,2021
59,14,Not Too Happy,2,2021
72,16,Pretty Happy,2,2021
42,12,Very Happy,2,2021
45,12,Pretty Happy,2,2021
31,12,Pretty Happy,2,2021
31,16,Not Too Happy,2,2021
69,13,Pretty Happy,2,2021
17,16,Not Too Happy,2,2021
61,15,Pretty Happy,2,2021
47,14,Very Happy,2,2021
28,12,Pretty Happy,2,2021
60,20,Very Happy,2,2021
28,17,Not Too Happy,2,2021
53,12,Pretty Happy,2,2021
35,14,Pretty Happy,2,2021
59,11,Not Too Happy,2,2021
54,16,Pretty Happy,2,2021
61,18,Very Happy,2,2021
64,16,Pretty Happy,2,2021
65,17,Very Happy,2,2021
NA,18,Very Happy,2,2021
64,16,Pretty Happy,2,2021
35,11,Not Too Happy,2,2021
53,14,Pretty Happy,2,2021
53,16,Very Happy,2,2021
44,12,Pretty Happy,2,2021
52,14,Pretty Happy,2,2021
54,14,Pretty Happy,2,2021
28,13,Pretty Happy,2,2021
64,15,Not Too Happy,2,2021
48,13,Not Too Happy,2,2021
31,12,Not Too Happy,2,2021
37,11,Not Too Happy,2,2021
38,13,NA,2,2021
53,16,Pretty Happy,2,2021
48,12,Very Happy,2,2021
48,12,Not Too Happy,2,2021
54,14,Not Too Happy,2,2021
31,14,Not Too Happy,2,2021
48,12,Pretty Happy,2,2021
47,17,Pretty Happy,2,2021
34,16,Pretty Happy,2,2021
31,13,Pretty Happy,2,2021
52,14,Pretty Happy,2,2021
38,17,Pretty Happy,2,2021
53,12,Pretty Happy,2,2021
39,14,Pretty Happy,2,2021
64,16,Pretty Happy,2,2021
32,12,Very Happy,2,2021
48,16,Pretty Happy,2,2021
61,12,Not Too Happy,2,2021
48,14,Pretty Happy,2,2021
32,12,Pretty Happy,2,2021
74,20,Very Happy,2,2021
32,12,Very Happy,2,2021
NA,11,Pretty Happy,2,2021
64,15,Not Too Happy,2,2021
47,13,Pretty Happy,2,2021
47,12,Very Happy,2,2021
47,12,Not Too Happy,2,2021
17,12,Pretty Happy,2,2021
NA,12,Pretty Happy,2,2021
31,12,Pretty Happy,2,2021
28,12,Pretty Happy,2,2021
48,12,Not Too Happy,2,2021
38,14,Pretty Happy,2,2021
61,16,Very Happy,2,2021
38,12,Pretty Happy,2,2021
38,12,Pretty Happy,2,2021
45,14,Pretty Happy,2,2021
24,12,Pretty Happy,2,2021
61,15,Very Happy,2,2021
61,18,Very Happy,2,2021
61,17,Very Happy,2,2021
45,14,Not Too Happy,2,2021
NA,16,Pretty Happy,2,2021
62,18,Not Too Happy,2,2021
59,16,Pretty Happy,2,2021
39,16,Pretty Happy,2,2021
38,12,Not Too Happy,2,2021
28,14,Not Too Happy,2,2021
47,11,Pretty Happy,2,2021
45,16,Not Too Happy,2,2021
61,18,Pretty Happy,2,2021
49,18,Pretty Happy,2,2021
61,19,Pretty Happy,2,2021
41,13,Not Too Happy,2,2021
31,12,Pretty Happy,2,2021
NA,12,Pretty Happy,2,2021
43,12,Not Too Happy,2,2021
39,12,Pretty Happy,2,2021
28,14,Not Too Happy,2,2021
31,14,Pretty Happy,2,2021
56,20,Pretty Happy,2,2021
35,12,Pretty Happy,2,2021
39,12,Not Too Happy,2,2021
54,18,Very Happy,2,2021
51,17,Not Too Happy,2,2021
35,13,Not Too Happy,2,2021
63,18,Not Too Happy,2,2021
49,12,Pretty Happy,2,2021
50,16,Pretty Happy,2,2021
45,12,Pretty Happy,2,2021
25,12,Not Too Happy,2,2021
47,16,Very Happy,2,2021
50,15,Pretty Happy,2,2021
48,13,Very Happy,2,2021
25,12,Pretty Happy,2,2021
30,14,Not Too Happy,2,2021
48,12,Pretty Happy,2,2021
63,17,Not Too Happy,2,2021
44,19,Very Happy,2,2021
31,13,Not Too Happy,2,2021
45,14,Very Happy,2,2021
36,14,Not Too Happy,2,2021
64,16,Very Happy,2,2021
64,18,Pretty Happy,2,2021
32,14,Pretty Happy,2,2021
28,12,Not Too Happy,2,2021
56,18,Not Too Happy,2,2021
60,16,Pretty Happy,2,2021
NA,11,Not Too Happy,2,2021
64,15,Pretty Happy,2,2021
32,12,Very Happy,2,2021
55,15,Not Too Happy,2,2021
38,14,Not Too Happy,2,2021
53,16,Pretty Happy,2,2021
62,17,Pretty Happy,2,2021
25,12,Pretty Happy,2,2021
28,12,Pretty Happy,2,2021
80,20,Pretty Happy,2,2021
33,12,Pretty Happy,2,2021
28,12,Pretty Happy,2,2021
NA,14,Pretty Happy,2,2021
NA,13,Not Too Happy,2,2021
28,15,Not Too Happy,2,2021
53,16,Pretty Happy,2,2021
70,12,Pretty Happy,2,2021
64,17,Not Too Happy,2,2021
38,11,Not Too Happy,2,2021
35,14,Pretty Happy,2,2021
51,13,Not Too Happy,2,2021
25,12,Not Too Happy,2,2021
23,12,Pretty Happy,2,2021
24,12,Very Happy,2,2021
64,15,Very Happy,2,2021
39,16,Not Too Happy,2,2021
64,17,Not Too Happy,2,2021
52,15,Pretty Happy,2,2021
46,14,NA,2,2021
64,14,Pretty Happy,2,2021
35,14,Pretty Happy,2,2021
35,16,Pretty Happy,2,2021
24,12,Pretty Happy,2,2021
45,12,Not Too Happy,2,2021
33,10,Pretty Happy,2,2021
25,12,Pretty Happy,2,2021
48,14,Pretty Happy,2,2021
28,10,Pretty Happy,2,2021
64,17,Pretty Happy,2,2021
25,14,Not Too Happy,2,2021
31,12,Not Too Happy,2,2021
54,18,Pretty Happy,2,2021
54,18,Pretty Happy,2,2021
56,16,Not Too Happy,2,2021
61,17,Pretty Happy,2,2021
33,13,Pretty Happy,2,2021
31,16,Pretty Happy,2,2021
52,12,Pretty Happy,2,2021
61,18,Pretty Happy,2,2021
28,14,Pretty Happy,2,2021
47,18,Pretty Happy,2,2021
48,12,Pretty Happy,2,2021
43,16,Pretty Happy,2,2021
32,18,Pretty Happy,2,2021
17,19,Pretty Happy,2,2021
38,13,Very Happy,2,2021
61,16,Pretty Happy,2,2021
47,12,Pretty Happy,2,2021
57,18,Pretty Happy,2,2021
22,8,Not Too Happy,2,2021
55,12,Pretty Happy,2,2021
64,12,Pretty Happy,2,2021
53,16,Pretty Happy,2,2021
64,15,Not Too Happy,2,2021
36,15,Pretty Happy,2,2021
47,12,Very Happy,2,2021
28,12,Pretty Happy,2,2021
55,14,Very Happy,2,2021
33,12,Pretty Happy,2,2021
60,16,Pretty Happy,2,2021
64,16,Pretty Happy,2,2021
54,16,Very Happy,2,2021
64,20,Not Too Happy,2,2021
36,12,Very Happy,2,2021
59,18,Pretty Happy,2,2021
61,17,Pretty Happy,2,2021
53,15,Pretty Happy,2,2021
51,16,Pretty Happy,2,2021
47,17,Pretty Happy,2,2021
48,16,Pretty Happy,2,2021
47,16,Pretty Happy,2,2021
31,13,Very Happy,2,2021
25,12,Very Happy,2,2021
60,18,Pretty Happy,2,2021
48,12,Not Too Happy,2,2021
80,20,Not Too Happy,2,2021
NA,16,Pretty Happy,2,2021
NA,16,Pretty Happy,2,2021
34,12,Pretty Happy,2,2021
69,14,Very Happy,2,2021
71,18,Very Happy,2,2021
72,16,Pretty Happy,2,2021
46,17,Very Happy,2,2021
64,18,Very Happy,2,2021
72,20,Not Too Happy,2,2021
53,14,Pretty Happy,2,2021
51,16,Very Happy,2,2021
38,14,Very Happy,2,2021
61,17,Very Happy,2,2021
54,16,Pretty Happy,2,2021
48,14,Pretty Happy,2,2021
45,16,Not Too Happy,2,2021
51,14,Very Happy,2,2021
69,19,Pretty Happy,2,2021
48,11,Pretty Happy,2,2021
NA,13,Not Too Happy,2,2021
32,8,Pretty Happy,2,2021
22,15,Pretty Happy,2,2021
NA,13,Pretty Happy,2,2021
36,19,Not Too Happy,2,2021
44,17,Not Too Happy,2,2021
48,19,Very Happy,2,2021
51,15,Pretty Happy,2,2021
38,12,Not Too Happy,2,2021
48,14,Not Too Happy,2,2021
31,16,Pretty Happy,2,2021
32,12,Pretty Happy,2,2021
48,14,Pretty Happy,2,2021
55,13,Pretty Happy,2,2021
45,12,Pretty Happy,2,2021
61,16,Pretty Happy,2,2021
32,16,Very Happy,2,2021
55,14,Pretty Happy,2,2021
31,12,Pretty Happy,2,2021
33,13,Not Too Happy,2,2021
43,14,Not Too Happy,2,2021
47,12,Very Happy,2,2021
24,12,Pretty Happy,2,2021
59,18,Pretty Happy,2,2021
31,13,Pretty Happy,2,2021
48,11,Pretty Happy,2,2021
50,12,Very Happy,2,2021
74,16,Pretty Happy,2,2021
25,11,Pretty Happy,2,2021
51,19,Pretty Happy,2,2021
32,10,Pretty Happy,2,2021
55,12,Pretty Happy,2,2021
38,12,Not Too Happy,2,2021
36,14,Pretty Happy,2,2021
30,13,Pretty Happy,2,2021
28,14,Pretty Happy,2,2021
64,16,Not Too Happy,2,2021
53,14,Pretty Happy,2,2021
46,16,Pretty Happy,2,2021
74,16,Not Too Happy,2,2021
66,18,Pretty Happy,2,2021
45,14,Not Too Happy,2,2021
45,12,Pretty Happy,2,2021
48,12,Pretty Happy,2,2021
35,14,Very Happy,2,2021
62,20,Pretty Happy,2,2021
60,12,Pretty Happy,2,2021
32,11,Not Too Happy,2,2021
40,16,Pretty Happy,2,2021
NA,12,Not Too Happy,2,2021
49,16,Pretty Happy,2,2021
47,16,Not Too Happy,2,2021
51,16,Pretty Happy,2,2021
53,16,Pretty Happy,2,2021
51,18,Pretty Happy,2,2021
60,16,Not Too Happy,2,2021
39,18,Very Happy,2,2021
61,18,Very Happy,2,2021
53,16,Pretty Happy,2,2021
47,16,Pretty Happy,2,2021
24,8,Pretty Happy,2,2021
55,16,Pretty Happy,2,2021
49,14,Very Happy,2,2021
39,12,Not Too Happy,2,2021
65,17,Pretty Happy,2,2021
28,14,Very Happy,2,2021
18,18,Pretty Happy,2,2021
53,12,Very Happy,2,2021
61,19,Very Happy,2,2021
53,16,Very Happy,2,2021
67,18,Pretty Happy,2,2021
60,16,Very Happy,2,2021
35,16,Pretty Happy,2,2021
31,13,Not Too Happy,2,2021
52,20,Pretty Happy,2,2021
47,14,Very Happy,2,2021
39,14,Not Too Happy,2,2021
44,20,Pretty Happy,2,2021
32,14,Very Happy,2,2021
45,12,Not Too Happy,2,2021
32,12,Pretty Happy,2,2021
38,15,Pretty Happy,2,2021
53,16,Pretty Happy,2,2021
36,13,Pretty Happy,2,2021
46,16,Pretty Happy,2,2021
51,18,Pretty Happy,2,2021
59,16,Pretty Happy,2,2021
60,16,Pretty Happy,2,2021
51,18,Pretty Happy,2,2021
46,18,Not Too Happy,2,2021
51,18,Pretty Happy,2,2021
61,19,Pretty Happy,2,2021
80,20,Pretty Happy,2,2021
60,16,Pretty Happy,2,2021
38,12,Pretty Happy,2,2021
64,16,Pretty Happy,2,2021
51,16,Not Too Happy,2,2021
31,11,Pretty Happy,2,2021
59,16,Pretty Happy,2,2021
74,17,Very Happy,2,2021
32,12,Pretty Happy,2,2021
39,14,Not Too Happy,2,2021
64,20,Pretty Happy,2,2021
27,12,Pretty Happy,2,2021
46,12,Pretty Happy,2,2021
53,13,Pretty Happy,2,2021
55,15,Pretty Happy,2,2021
32,14,Pretty Happy,2,2021
28,13,Not Too Happy,2,2021
29,12,Pretty Happy,2,2021
45,16,Pretty Happy,2,2021
31,14,Pretty Happy,2,2021
45,15,Pretty Happy,2,2021
25,12,Pretty Happy,2,2021
38,12,Pretty Happy,2,2021
39,15,Not Too Happy,2,2021
61,16,Pretty Happy,2,2021
31,13,Very Happy,2,2021
NA,16,Pretty Happy,2,2021
39,13,Very Happy,2,2021
51,17,Not Too Happy,2,2021
47,16,Pretty Happy,2,2021
47,12,Not Too Happy,2,2021
60,18,Very Happy,2,2021
80,16,Pretty Happy,2,2021
24,14,Pretty Happy,2,2021
31,13,Pretty Happy,2,2021
63,16,Pretty Happy,2,2021
48,13,Pretty Happy,2,2021
25,16,Very Happy,2,2021
48,18,Pretty Happy,2,2021
33,16,Very Happy,2,2021
72,18,Not Too Happy,2,2021
59,16,Pretty Happy,2,2021
53,16,Very Happy,2,2021
48,13,Very Happy,2,2021
59,18,Pretty Happy,2,2021
35,15,Not Too Happy,2,2021
47,12,Pretty Happy,2,2021
35,18,Pretty Happy,2,2021
59,16,Very Happy,2,2021
39,17,Pretty Happy,2,2021
44,14,Not Too Happy,2,2021
59,17,Very Happy,2,2021
61,17,Pretty Happy,2,2021
38,16,Not Too Happy,2,2021
45,15,Very Happy,2,2021
59,14,Pretty Happy,2,2021
63,16,Pretty Happy,2,2021
24,16,Pretty Happy,2,2021
47,12,Not Too Happy,2,2021
48,13,Pretty Happy,2,2021
49,15,Pretty Happy,2,2021
61,20,Pretty Happy,2,2021
72,19,Not Too Happy,2,2021
31,12,Pretty Happy,2,2021
47,12,Pretty Happy,2,2021
69,14,Pretty Happy,2,2021
31,16,Not Too Happy,2,2021
66,16,Pretty Happy,2,2021
36,13,Very Happy,2,2021
24,12,Pretty Happy,2,2021
54,16,Pretty Happy,2,2021
32,16,Pretty Happy,2,2021
55,17,Very Happy,2,2021
59,16,Very Happy,2,2021
61,16,Pretty Happy,2,2021
47,12,Pretty Happy,2,2021
51,18,Not Too Happy,2,2021
45,13,Pretty Happy,2,2021
46,16,Pretty Happy,2,2021
66,20,Not Too Happy,2,2021
74,20,Very Happy,2,2021
47,18,Not Too Happy,2,2021
48,11,Very Happy,2,2021
39,14,Pretty Happy,2,2021
49,12,Pretty Happy,2,2021
64,16,Very Happy,2,2021
25,11,Pretty Happy,2,2021
47,18,Pretty Happy,2,2021
59,13,Pretty Happy,2,2021
33,19,Pretty Happy,2,2021
28,7,Very Happy,2,2021
32,14,Not Too Happy,2,2021
69,20,Pretty Happy,2,2021
31,18,Pretty Happy,2,2021
25,12,Not Too Happy,2,2021
64,15,Very Happy,2,2021
31,11,Pretty Happy,2,2021
64,15,Very Happy,2,2021
38,12,Not Too Happy,2,2021
38,14,Pretty Happy,2,2021
31,14,Not Too Happy,2,2021
32,12,Pretty Happy,2,2021
48,14,Not Too Happy,2,2021
31,15,Not Too Happy,2,2021
47,16,Very Happy,2,2021
39,14,Not Too Happy,2,2021
48,17,Very Happy,2,2021
44,15,Pretty Happy,2,2021
38,16,Very Happy,2,2021
56,14,Pretty Happy,2,2021
48,16,Very Happy,2,2021
41,14,Pretty Happy,2,2021
21,10,Not Too Happy,2,2021
38,15,Pretty Happy,2,2021
74,16,Pretty Happy,2,2021
32,13,Pretty Happy,2,2021
NA,17,Pretty Happy,2,2021
48,19,Pretty Happy,2,2021
31,16,Not Too Happy,2,2021
31,13,Pretty Happy,2,2021
51,17,Pretty Happy,2,2021
49,18,Pretty Happy,2,2021
62,20,Not Too Happy,2,2021
59,19,Pretty Happy,2,2021
60,16,Pretty Happy,2,2021
40,12,Pretty Happy,2,2021
61,14,Pretty Happy,2,2021
50,11,Very Happy,2,2021
37,15,Pretty Happy,2,2021
45,12,Pretty Happy,2,2021
33,12,Not Too Happy,2,2021
28,12,Pretty Happy,2,2021
32,13,Pretty Happy,2,2021
17,16,Pretty Happy,2,2021
59,18,Not Too Happy,2,2021
47,15,Very Happy,2,2021
40,18,Pretty Happy,2,2021
61,20,Pretty Happy,2,2021
32,12,Pretty Happy,2,2021
49,12,Not Too Happy,2,2021
39,14,Pretty Happy,2,2021
38,14,Not Too Happy,2,2021
64,17,Very Happy,2,2021
64,18,Pretty Happy,2,2021
48,14,Very Happy,2,2021
64,17,Pretty Happy,2,2021
32,15,Pretty Happy,2,2021
31,16,Very Happy,2,2021
47,12,Very Happy,2,2021
28,12,Not Too Happy,2,2021
32,14,Not Too Happy,2,2021
49,16,Pretty Happy,2,2021
41,16,Not Too Happy,2,2021
45,12,Not Too Happy,2,2021
32,9,Pretty Happy,2,2021
41,8,Very Happy,2,2021
61,18,Pretty Happy,2,2021
64,14,Pretty Happy,2,2021
NA,13,Pretty Happy,2,2021
31,8,Very Happy,2,2021
32,14,Pretty Happy,2,2021
29,12,Pretty Happy,2,2021
62,16,Very Happy,2,2021
39,14,Not Too Happy,2,2021
25,11,Pretty Happy,2,2021
27,16,Pretty Happy,2,2021
45,12,Pretty Happy,2,2021
42,16,Very Happy,2,2021
25,13,Pretty Happy,2,2021
20,9,Not Too Happy,2,2021
38,12,Very Happy,2,2021
46,14,Not Too Happy,2,2021
46,16,Pretty Happy,2,2021
60,16,Very Happy,2,2021
31,13,Pretty Happy,2,2021
42,20,Very Happy,2,2021
61,16,Pretty Happy,2,2021
39,12,Pretty Happy,2,2021
30,14,Very Happy,2,2021
48,11,Not Too Happy,2,2021
32,14,Pretty Happy,2,2021
38,12,Pretty Happy,2,2021
38,12,Pretty Happy,2,2021
54,16,Very Happy,2,2021
51,17,Very Happy,2,2021
31,12,Pretty Happy,2,2021
45,16,Pretty Happy,2,2021
69,13,Not Too Happy,2,2021
51,8,Not Too Happy,2,2021
31,14,Very Happy,2,2021
61,16,Pretty Happy,2,2021
25,14,Not Too Happy,2,2021
31,12,Pretty Happy,2,2021
51,15,Very Happy,2,2021
35,11,Very Happy,2,2021
31,14,Pretty Happy,2,2021
46,16,Very Happy,2,2021
31,12,Very Happy,2,2021
39,15,Pretty Happy,2,2021
28,9,Pretty Happy,2,2021
31,12,Pretty Happy,2,2021
51,15,Pretty Happy,2,2021
59,18,Not Too Happy,2,2021
61,18,Not Too Happy,2,2021
28,14,Very Happy,2,2021
54,16,Pretty Happy,2,2021
39,12,Very Happy,2,2021
48,13,Pretty Happy,2,2021
64,16,Very Happy,2,2021
24,14,Not Too Happy,2,2021
75,13,Not Too Happy,2,2021
38,16,Pretty Happy,2,2021
24,13,Pretty Happy,2,2021
28,12,Pretty Happy,2,2021
33,13,Not Too Happy,2,2021
26,12,Very Happy,2,2021
38,14,Pretty Happy,2,2021
52,14,Very Happy,2,2021
51,18,Pretty Happy,2,2021
17,12,Very Happy,2,2021
52,12,Pretty Happy,2,2021
31,14,Not Too Happy,2,2021
25,11,Not Too Happy,2,2021
64,20,Pretty Happy,2,2021
64,16,Not Too Happy,2,2021
47,13,Very Happy,2,2021
31,11,Pretty Happy,2,2021
33,16,Pretty Happy,2,2021
47,20,Not Too Happy,2,2021
38,12,Pretty Happy,2,2021
24,8,Pretty Happy,2,2021
64,14,Not Too Happy,2,2021
48,12,Very Happy,2,2021
61,12,Pretty Happy,2,2021
28,12,Pretty Happy,2,2021
37,15,Pretty Happy,2,2021
60,16,Very Happy,2,2021
50,12,Pretty Happy,2,2021
53,12,Pretty Happy,2,2021
62,20,Pretty Happy,2,2021
24,12,Pretty Happy,2,2021
31,12,Pretty Happy,2,2021
38,14,Pretty Happy,2,2021
40,12,Pretty Happy,2,2021
53,18,Very Happy,2,2021
17,16,Very Happy,2,2021
49,16,Pretty Happy,2,2021
25,12,Pretty Happy,2,2021
NA,9,Not Too Happy,2,2021
28,11,Not Too Happy,2,2021
28,8,Pretty Happy,2,2021
61,17,Pretty Happy,2,2021
64,16,Pretty Happy,2,2021
33,12,Very Happy,2,2021
64,18,Pretty Happy,2,2021
31,14,Pretty Happy,2,2021
17,13,Pretty Happy,2,2021
27,11,Pretty Happy,2,2021
26,14,Pretty Happy,2,2021
50,16,Not Too Happy,2,2021
46,13,Very Happy,2,2021
46,16,Pretty Happy,2,2021
64,14,Not Too Happy,2,2021
64,18,Very Happy,2,2021
31,9,Not Too Happy,2,2021
40,14,Not Too Happy,2,2021
48,13,Pretty Happy,2,2021
32,13,Pretty Happy,2,2021
74,18,Very Happy,2,2021
64,16,Pretty Happy,2,2021
30,14,Not Too Happy,2,2021
50,14,Pretty Happy,2,2021
48,16,Pretty Happy,2,2021
61,18,Not Too Happy,2,2021
31,13,Pretty Happy,2,2021
64,18,Not Too Happy,2,2021
47,12,Pretty Happy,2,2021
61,20,Very Happy,2,2021
61,18,Pretty Happy,2,2021
35,14,Pretty Happy,2,2021
53,13,Very Happy,2,2021
49,16,Pretty Happy,2,2021
42,16,Not Too Happy,2,2021
46,14,Pretty Happy,2,2021
44,12,Pretty Happy,2,2021
24,13,Pretty Happy,2,2021
51,18,Very Happy,2,2021
64,16,Pretty Happy,2,2021
47,16,Very Happy,2,2021
38,14,Very Happy,2,2021
31,13,Pretty Happy,2,2021
31,14,Pretty Happy,2,2021
47,16,Pretty Happy,2,2021
35,13,Not Too Happy,2,2021
47,12,Not Too Happy,2,2021
39,12,Pretty Happy,2,2021
NA,12,Very Happy,2,2021
31,12,Very Happy,2,2021
47,17,Very Happy,2,2021
61,20,Pretty Happy,2,2021
61,16,Pretty Happy,2,2021
46,16,Pretty Happy,2,2021
48,12,Not Too Happy,2,2021
38,14,Pretty Happy,2,2021
42,12,Not Too Happy,2,2021
38,12,Pretty Happy,2,2021
52,16,Not Too Happy,2,2021
39,12,Pretty Happy,2,2021
46,15,Pretty Happy,2,2021
48,13,Very Happy,2,2021
61,16,Pretty Happy,2,2021
60,16,Pretty Happy,2,2021
30,16,Not Too Happy,2,2021
47,13,Not Too Happy,2,2021
32,12,Pretty Happy,2,2021
37,12,Not Too Happy,2,2021
53,16,Pretty Happy,2,2021
42,15,Pretty Happy,2,2021
38,12,Pretty Happy,2,2021
47,14,Pretty Happy,2,2021
45,14,Pretty Happy,2,2021
51,16,Pretty Happy,2,2021
27,12,Pretty Happy,2,2021
48,12,Not Too Happy,2,2021
39,17,Not Too Happy,2,2021
28,12,Pretty Happy,2,2021
47,12,Pretty Happy,2,2021
35,12,Pretty Happy,2,2021
73,20,Pretty Happy,2,2021
46,16,Pretty Happy,2,2021
64,15,Pretty Happy,2,2021
64,16,Not Too Happy,2,2021
32,11,Pretty Happy,2,2021
35,11,Pretty Happy,2,2021
61,18,Very Happy,2,2021
48,14,Pretty Happy,2,2021
47,16,Pretty Happy,2,2021
34,12,Pretty Happy,2,2021
31,16,Pretty Happy,2,2021
31,16,Very Happy,2,2021
32,13,Not Too Happy,2,2021
61,16,Pretty Happy,2,2021
64,16,Pretty Happy,2,2021
47,20,Not Too Happy,2,2021
64,14,Not Too Happy,2,2021
44,14,Pretty Happy,2,2021
36,14,Pretty Happy,2,2021
37,12,Very Happy,2,2021
33,12,Pretty Happy,2,2021
25,14,Pretty Happy,2,2021
47,14,Very Happy,2,2021
31,12,Pretty Happy,2,2021
48,16,Very Happy,2,2021
47,16,Pretty Happy,2,2021
52,12,Pretty Happy,2,2021
56,18,Not Too Happy,2,2021
55,13,Pretty Happy,2,2021
32,12,Pretty Happy,2,2021
NA,17,Pretty Happy,2,2021
64,16,Pretty Happy,2,2021
48,18,Pretty Happy,2,2021
49,12,Very Happy,2,2021
61,18,Pretty Happy,2,2021
61,17,Pretty Happy,2,2021
NA,19,Very Happy,2,2021
51,20,Very Happy,2,2021
60,16,Pretty Happy,2,2021
46,14,Not Too Happy,2,2021
NA,12,Pretty Happy,2,2021
47,16,Pretty Happy,2,2021
53,18,Pretty Happy,2,2021
31,16,Pretty Happy,2,2021
21,16,Not Too Happy,2,2021
64,16,Not Too Happy,2,2021
44,13,Pretty Happy,2,2021
64,16,Not Too Happy,2,2021
NA,12,Very Happy,2,2021
65,16,Pretty Happy,2,2021
33,16,Pretty Happy,2,2021
31,16,Very Happy,2,2021
38,15,Not Too Happy,2,2021
38,16,Not Too Happy,2,2021
31,14,Not Too Happy,2,2021
31,16,Pretty Happy,2,2021
30,12,Very Happy,2,2021
21,12,Very Happy,2,2021
61,18,Very Happy,2,2021
37,16,Not Too Happy,2,2021
59,14,Pretty Happy,2,2021
26,12,Pretty Happy,2,2021
39,13,Not Too Happy,2,2021
35,13,Not Too Happy,2,2021
38,12,Not Too Happy,2,2021
58,14,Pretty Happy,2,2021
60,16,Not Too Happy,2,2021
NA,11,Not Too Happy,2,2021
64,16,Not Too Happy,2,2021
44,16,Not Too Happy,2,2021
61,16,Pretty Happy,2,2021
33,13,Not Too Happy,2,2021
47,13,Pretty Happy,2,2021
48,10,Pretty Happy,2,2021
47,16,Pretty Happy,2,2021
31,12,Pretty Happy,2,2021
67,13,Pretty Happy,2,2021
46,12,Very Happy,2,2021
40,16,Pretty Happy,2,2021
25,14,Pretty Happy,2,2021
35,12,Pretty Happy,2,2021
30,12,Pretty Happy,2,2021
36,16,Pretty Happy,2,2021
25,12,Not Too Happy,2,2021
31,14,Pretty Happy,2,2021
33,12,Pretty Happy,2,2021
48,12,Pretty Happy,2,2021
39,12,Very Happy,2,2021
64,18,Pretty Happy,2,2021
35,16,Pretty Happy,2,2021
31,19,Not Too Happy,2,2021
42,13,Pretty Happy,2,2021
39,12,Pretty Happy,2,2021
46,18,Pretty Happy,2,2021
50,14,Pretty Happy,2,2021
48,16,Pretty Happy,2,2021
31,12,Pretty Happy,2,2021
47,12,Not Too Happy,2,2021
54,16,Pretty Happy,2,2021
24,14,Pretty Happy,2,2021
32,12,Pretty Happy,2,2021
51,14,Pretty Happy,2,2021
69,16,Not Too Happy,2,2021
24,12,Pretty Happy,2,2021
53,17,Very Happy,2,2021
64,16,Very Happy,2,2021
66,12,Pretty Happy,2,2021
21,15,Not Too Happy,2,2021
24,12,Very Happy,2,2021
NA,9,Not Too Happy,2,2021
47,12,Pretty Happy,2,2021
38,13,Pretty Happy,2,2021
48,15,Very Happy,2,2021
36,12,Very Happy,2,2021
69,12,Not Too Happy,2,2021
61,18,Pretty Happy,2,2021
61,16,Pretty Happy,2,2021
32,17,Pretty Happy,2,2021
38,13,Not Too Happy,2,2021
38,14,Pretty Happy,2,2021
